ID,X,Y,ANGLE,HEAD,FAST_BREAK,PREDICTED_GOAL,XG,FOOTBALL_PITCH_CELL
6227,63,11,6.454065081286064,N,Y,N,0.1035160722199272,X62|Y10
6230,63,13,6.379578872499537,Y,N,N,0.016405347945812,X62|Y12
6229,63,13,6.379578872499537,N,N,N,0.0328000772753363,X62|Y12
6232,63,13,6.379578872499537,Y,Y,N,0.0535094695414352,X62|Y12
6231,63,13,6.379578872499537,N,Y,N,0.1030976701887786,X62|Y12
6234,63,15,6.294813779162157,Y,N,N,0.0163226137751428,X62|Y14
6233,63,15,6.294813779162157,N,N,N,0.0326374059738152,X62|Y14
6290,63,15,6.294813779162157,Y,Y,N,0.0532497450761161,X62|Y14
6235,63,15,6.294813779162157,N,Y,N,0.1026233513218545,X62|Y14
6292,63,17,6.200645722405952,Y,N,N,0.0162311829993673,X62|Y16
6291,63,17,6.200645722405952,N,N,N,0.0324576036560548,X62|Y16
6294,63,17,6.200645722405952,Y,Y,N,0.0529626046708581,X62|Y16
6293,63,17,6.200645722405952,N,Y,N,0.1020986834761632,X62|Y16
6296,63,19,6.098006121139056,Y,N,N,0.0161321005979729,X62|Y18
6295,63,19,6.098006121139056,N,N,N,0.0322627163805059,X62|Y18
6298,63,19,6.098006121139056,Y,Y,N,0.0526512977626427,X62|Y18
6297,63,19,6.098006121139056,N,Y,N,0.1015295246030974,X62|Y18
6300,63,21,5.987861190104277,Y,N,N,0.0160264347236652,X62|Y20
6299,63,21,5.987861190104277,N,N,N,0.0320548366799719,X62|Y20
6302,63,21,5.987861190104277,Y,Y,N,0.0523191498073022,X62|Y20
6301,63,21,5.987861190104277,N,Y,N,0.1009218792514811,X62|Y20
6304,63,23,5.87119216366713,Y,N,N,0.0159152525733068,X62|Y22
6303,63,23,5.87119216366713,N,N,N,0.0318360564256332,X62|Y22
6306,63,23,5.87119216366713,Y,Y,N,0.0519694876415666,X62|Y22
6305,63,23,5.87119216366713,N,Y,N,0.1002817649928377,X62|Y22
6362,63,25,5.748977060543665,Y,N,N,0.0157995989913105,X62|Y24
6307,63,25,5.748977060543665,N,N,N,0.0316084249658346,X62|Y24
6364,63,25,5.748977060543665,Y,Y,N,0.0516055730715173,X62|Y24
6363,63,25,5.748977060543665,N,Y,N,0.0996150930304721,X62|Y24
